,Adm1code,adm1_fr,adm1_ht,adm2code,adm2_en,adm2_fr,adm3code,adm3_en,adm3_fr,Institution name,Catégorie,Institution_Type,Institution_Code,LatDD,LongDD
1464,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-03,3e Section Aubert,3e Section Aubert,,,,,,
1465,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1466,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1467,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1468,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1469,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1470,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1471,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1472,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1473,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1474,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1475,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1476,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1477,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1478,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1479,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1480,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1481,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1482,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1483,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1484,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1485,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1486,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-04,4e Section Mahotiere,4e Section Mahotière,,,,,,
1487,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1488,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1489,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1490,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1491,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1492,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1493,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1494,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1495,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1496,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1497,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1498,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1499,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1500,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1501,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1502,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1503,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1504,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1505,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1506,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1507,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1508,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-05,5e Section Bas des Moustiques,5e Section Bas des Moustiques,,,,,,
1509,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1510,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1511,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1512,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1513,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1514,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1515,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1516,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1517,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1518,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1519,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1520,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1521,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1522,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1523,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1524,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1525,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1526,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1527,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1528,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1529,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1530,HT09,Nord-Ouest,Nòdwès,HT0911,Port-de-Paix,Port-de-Paix,HT0911-06,6e Section la Corne,6e Section la Corne,,,,,,
1531,HT09,Nord-Ouest,Nòdwès,HT0912,La Tortue,La Tortue,HT0912-01,1re Section Pointe des Oiseaux,1re Section Pointe des Oiseaux,,,,,,
1532,HT09,Nord-Ouest,Nòdwès,HT0912,La Tortue,La Tortue,HT0912-01,1re Section Pointe des Oiseaux,1re Section Pointe des Oiseaux,,,,,,
1533,HT09,Nord-Ouest,Nòdwès,HT0912,La Tortue,La Tortue,HT0912-01,1re Section Pointe des Oiseaux,1re Section Pointe des Oiseaux,,,,,,
1534,HT09,Nord-Ouest,Nòdwès,HT0912,La Tortue,La Tortue,HT0912-01,1re Section Pointe des Oiseaux,1re Section Pointe des Oiseaux,,,,,,
1535,HT09,Nord-Ouest,Nòdwès,HT0912,La Tortue,La Tortue,HT0912-01,1re Section Pointe des Oiseaux,1re Section Pointe des Oiseaux,,,,,,
1536,HT09,Nord-Ouest,Nòdwès,HT0912,La Tortue,La Tortue,HT0912-01,1re Section Pointe des Oiseaux,1re Section Pointe des Oiseaux,,,,,,
1537,HT09,Nord-Ouest,Nòdwès,HT0912,La Tortue,La Tortue,HT0912-01,1re Section Pointe des Oiseaux,1re Section Pointe des Oiseaux,,,,,,
1538,HT09,Nord-Ouest,Nòdwès,HT0912,La Tortue,La Tortue,HT0912-02,2e Section Mare Rouge,2e Section Mare Rouge,,,,,,
1539,HT09,Nord-Ouest,Nòdwès,HT0912,La Tortue,La Tortue,HT0912-02,2e Section Mare Rouge,2e Section Mare Rouge,,,,,,
1540,HT09,Nord-Ouest,Nòdwès,HT0912,La Tortue,La Tortue,HT0912-02,2e Section Mare Rouge,2e Section Mare Rouge,,,,,,
1541,HT09,Nord-Ouest,Nòdwès,HT0912,La Tortue,La Tortue,HT0912-02,2e Section Mare Rouge,2e Section Mare Rouge,,,,,,
1542,HT09,Nord-Ouest,Nòdwès,HT0912,La Tortue,La Tortue,HT0912-02,2e Section Mare Rouge,2e Section Mare Rouge,,,,,,
1543,HT09,Nord-Ouest,Nòdwès,HT0912,La Tortue,La Tortue,HT0912-02,2e Section Mare Rouge,2e Section Mare Rouge,,,,,,
1544,HT09,Nord-Ouest,Nòdwès,HT0912,La Tortue,La Tortue,HT0912-02,2e Section Mare Rouge,2e Section Mare Rouge,,,,,,
1545,HT09,Nord-Ouest,Nòdwès,HT0922,Anse-a-Foleur,Anse-à-Foleur,HT0922-01,1re Section Bas de Sainte Anne,1re Section Bas de Sainte Anne,,,,,,
1546,HT09,Nord-Ouest,Nòdwès,HT0922,Anse-a-Foleur,Anse-à-Foleur,HT0922-01,1re Section Bas de Sainte Anne,1re Section Bas de Sainte Anne,,,,,,
1547,HT09,Nord-Ouest,Nòdwès,HT0922,Anse-a-Foleur,Anse-à-Foleur,HT0922-01,1re Section Bas de Sainte Anne,1re Section Bas de Sainte Anne,,,,,,
1548,HT09,Nord-Ouest,Nòdwès,HT0922,Anse-a-Foleur,Anse-à-Foleur,HT0922-01,1re Section Bas de Sainte Anne,1re Section Bas de Sainte Anne,,,,,,
1549,HT09,Nord-Ouest,Nòdwès,HT0922,Anse-a-Foleur,Anse-à-Foleur,HT0922-02,2e Section Mayance,2e Section Mayance,,,,,,
1550,HT09,Nord-Ouest,Nòdwès,HT0922,Anse-a-Foleur,Anse-à-Foleur,HT0922-02,2e Section Mayance,2e Section Mayance,,,,,,
1551,HT09,Nord-Ouest,Nòdwès,HT0922,Anse-a-Foleur,Anse-à-Foleur,HT0922-02,2e Section Mayance,2e Section Mayance,,,,,,
1552,HT09,Nord-Ouest,Nòdwès,HT0922,Anse-a-Foleur,Anse-à-Foleur,HT0922-03,3e Section Cotes de Fer,3e Section Cotes de Fer,,,,,,
1553,HT09,Nord-Ouest,Nòdwès,HT0922,Anse-a-Foleur,Anse-à-Foleur,HT0922-03,3e Section Cotes de Fer,3e Section Cotes de Fer,,,,,,
1554,HT09,Nord-Ouest,Nòdwès,HT0922,Anse-a-Foleur,Anse-à-Foleur,HT0922-03,3e Section Cotes de Fer,3e Section Cotes de Fer,,,,,,
1555,HT09,Nord-Ouest,Nòdwès,HT0933,Bombardopolis,Bombardopolis,HT0933-01,1re Section Plate Forme,1re Section Plate Forme,,,,,,
1556,HT09,Nord-Ouest,Nòdwès,HT0933,Bombardopolis,Bombardopolis,HT0933-01,1re Section Plate Forme,1re Section Plate Forme,,,,,,
1557,HT09,Nord-Ouest,Nòdwès,HT0933,Bombardopolis,Bombardopolis,HT0933-01,1re Section Plate Forme,1re Section Plate Forme,,,,,,
1558,HT09,Nord-Ouest,Nòdwès,HT0933,Bombardopolis,Bombardopolis,HT0933-01,1re Section Plate Forme,1re Section Plate Forme,,,,,,
1559,HT09,Nord-Ouest,Nòdwès,HT0933,Bombardopolis,Bombardopolis,HT0933-01,1re Section Plate Forme,1re Section Plate Forme,,,,,,
1560,HT09,Nord-Ouest,Nòdwès,HT0933,Bombardopolis,Bombardopolis,HT0933-01,1re Section Plate Forme,1re Section Plate Forme,,,,,,
1561,HT09,Nord-Ouest,Nòdwès,HT0933,Bombardopolis,Bombardopolis,HT0933-02,2e Section des Forges,2e Section des Forges,,,,,,
1562,HT09,Nord-Ouest,Nòdwès,HT0933,Bombardopolis,Bombardopolis,HT0933-02,2e Section des Forges,2e Section des Forges,,,,,,
1563,HT09,Nord-Ouest,Nòdwès,HT0933,Bombardopolis,Bombardopolis,HT0933-02,2e Section des Forges,2e Section des Forges,,,,,,
1564,HT09,Nord-Ouest,Nòdwès,HT0933,Bombardopolis,Bombardopolis,HT0933-02,2e Section des Forges,2e Section des Forges,,,,,,
1565,HT09,Nord-Ouest,Nòdwès,HT0933,Bombardopolis,Bombardopolis,HT0933-02,2e Section des Forges,2e Section des Forges,,,,,,
1566,HT09,Nord-Ouest,Nòdwès,HT0933,Bombardopolis,Bombardopolis,HT0933-02,2e Section des Forges,2e Section des Forges,,,,,,
1567,HT09,Nord-Ouest,Nòdwès,HT0933,Bombardopolis,Bombardopolis,HT0933-03,3e Section Plaine d'Orange,3e Section Plaine d'Orange,,,,,,
1568,HT09,Nord-Ouest,Nòdwès,HT0933,Bombardopolis,Bombardopolis,HT0933-03,3e Section Plaine d'Orange,3e Section Plaine d'Orange,,,,,,
1569,HT09,Nord-Ouest,Nòdwès,HT0933,Bombardopolis,Bombardopolis,HT0933-03,3e Section Plaine d'Orange,3e Section Plaine d'Orange,,,,,,
1570,HT09,Nord-Ouest,Nòdwès,HT0933,Bombardopolis,Bombardopolis,HT0933-03,3e Section Plaine d'Orange,3e Section Plaine d'Orange,,,,,,
1571,HT09,Nord-Ouest,Nòdwès,HT0933,Bombardopolis,Bombardopolis,HT0933-03,3e Section Plaine d'Orange,3e Section Plaine d'Orange,,,,,,
1572,HT09,Nord-Ouest,Nòdwès,HT0933,Bombardopolis,Bombardopolis,HT0933-03,3e Section Plaine d'Orange,3e Section Plaine d'Orange,,,,,,
1573,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1574,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1575,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1576,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1577,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1578,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1579,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1580,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1581,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1582,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1583,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1584,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1585,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1586,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1587,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1588,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1589,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1590,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1591,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1592,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1593,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1594,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1595,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1596,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1597,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1598,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1599,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1600,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1601,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1602,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1603,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1604,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1605,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1606,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1607,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1608,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1609,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1610,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1611,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1612,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1613,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1614,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1615,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1616,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1617,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1618,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1619,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1620,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1621,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1622,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1623,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1624,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1625,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1626,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1627,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1628,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1629,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1630,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1631,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1632,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1633,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1634,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1635,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
1636,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-01,1re Section Turgeau,1re Section Turgeau,,,,,,
1637,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-02,2e Section Morne l'Hopital,2e Section Morne l'Hopital,,,,,,
1638,HT01,Ouest,Lwès,HT0111,Port-au-Prince,Port-au-Prince,HT0111-03,3e Section Martissant,3e Section Martissant,,,,,,
